"Guide Title","Guide #","# of pages","Country","State/Province","Category/Subcategory","Authors","Date created","Year published","Language"
"Cauca -- Gorgona Island - Lichens","437","1","Colombia","","Lichens, Fungi and Lichens","Edier Soto Medina","","2011","English"
"Valle del Cauca -- Tropical Dry Forest Macrofungi","436","1","Colombia","","Fungi and Lichens, Mushrooms","A. García, Ana Cristina Bolaños","","2011","English"
"Valle del Cauca -- San Cipriano Mushrooms (Macrofungi)","435","1","Colombia","","Mushrooms, Fungi and Lichens","Ana Cristina Bolaños, Liliana Cadavid Flórez","","2010","English"
"Loreto -- Maynas, Picuroyacu Common Orthoptera","434","4","Peru","","Animals, Insects","Oscar J. Cadena-Castañeda, Rob Westerduijn","January, 2013","2013","English"
"Rio de Janeiro -- Marambaia Island Seeds","433","4","Brazil","","Plants, Seeds, Fruits","Ana Carolina Coutinho Moreira, Andreia Afonso de Souza, Daniela Cunha Reis, Marilena de Menezes Silva Conde, Rodrigo Condé Alves","","2010","English"
"Pichincha -- Yanacocha Hummingbirds","432","1","Ecuador","","Animals, Birds","Sylvia M. Seger","","2010","English"
"Santo Domingo -- Guajalito Common Hummingbirds","431","1","Ecuador","","Animals, Birds","Sylvia M. Seger","","2010","English"
"Orellana -- Tiputini Biodiversity Station Diurnal Primates","430","3","Ecuador","","Animals, Mammals","Sylvia M. Seger","","2010","English"
"Ngorongoro Crater Forests -- Small Mammals","429","1","Tanzania","","Animals, Mammals","Bill Stanley, Rebecca Banasiak","","2010","English"
"Marang Forest -- Small Mammals","428","1","Tanzania","","Animals, Mammals","Bill Stanley, Rebecca Banasiak","","2010","English"
"Amazonas -- Tanimboca Reptiles","427","7","Colombia","","Animals, Reptiles","Camilo Rodríguez López, Diana M. Pinto O., Álvaro E. Rodríguez T.","","2010","English"
"Zanzibar -- Bats","426","1","Tanzania","","Animals, Mammals","Bill Stanley, Rebecca Banasiak","","2010","English"
"Loreto -- Amphibians and Reptiles of the Santa Cruz Reserve","425","14","Peru","","Animals, Reptiles, Amphibians","Jhon Jairo López Rojas","","2009","English"
"Mt. Meru -- Small Mammals","424","1","Tanzania","","Animals, Mammals","Bill Stanley, Rebecca Banasiak","","2010","English"
"Roraima -- Leguminosas (Fabaceae)","423","4","Brazil","","Plants, Terrestrial herbs, Climbers, Epiphytes","Claymir de Oliveira Cavalcante, Reinaldo Imbrozio Barbosa, Andréia Silva Flores","","2009","English"
"Mahale Mountains National Park -- Small Mammals","422","1","Tanzania","","Animals, Mammals","Bill Stanley, Rebecca Banasiak","","2009","English"
"Tarangire National Park -- Bats","421","1","Tanzania","","Animals, Mammals","Bill Stanley, Rebecca Banasiak","","2009","English"
"Tarangire National Park -- Small Mammals","420","1","Tanzania","","Animals, Mammals","Bill Stanley, Rebecca Banasiak","","2009","English"
"Serengeti -- Bats","419","1","Tanzania","","Animals, Mammals","Bill Stanley, Rebecca Banasiak","","2012","English"
"Kilimanjaro -- Small Mammals","418","1","Tanzania","","Animals, Mammals","Bill Stanley, Rebecca Banasiak","","2009","English"
"Minas Gerais -- Iracambi Butterflies","416","20","Brazil","","Animals, Insects","Gareth Ventress","","2008","English"
"Madre de Dios -- Los Amigos Bamboo","415","4","Peru","","Plants, Terrestrial herbs","Jean Olivier","","2008","English"
"Madre de Dios -- Los Amigos Dung Beetles ","414","19","Peru","","Animals, Insects","Trond Larsen, François Génier","","2008","English"
"Madre de Dios -- Cocha Cashu Dung Beetles","413","11","Peru","","Animals, Insects","Trond Larsen, François Génier","","2008","English"
"Bocas del Toro -- Changuinola Valley Epiphytes","412","18","Panama","","Plants, Epiphytes","Stefan Laube, Lars Nauheimer, Glenda Mendieta-Leiva, Thomas Croat","","2008","English"
"Bolívar -- Salinas de Guaranda Medicinal Plants","411","2","Ecuador","","Plants, Useful plants, Trees, Terrestrial herbs, Shrubs and treelets","Montserrat Rios, Víctor Yanchaliquin, Belén Páez, Xavier Haro-Carrión","","2008","English"
"Tanzania -- Small Mammals","410","2","Tanzania","","Animals, Mammals","Bill Stanley, Rebecca Banasiak","","2008","English"
"Bombacaceae of Ecuador: Common Trees","409","2","Ecuador","","Plants, Trees, Shrubs and treelets","Janeth Santiana, Gorky Villa, Nancy C. Garwood, Pablo Alvia","","2003","English"
"Orellana -- Yasuní Cecropia","408","2","Ecuador","","Plants, Trees","Paola Barriga, Nancy C. Garwood, Pablo Alvia","","2004","English"
"Orellana -- Yasuní Large Fruits and Seeds","407","2","Ecuador","","Plants, Fruits, Seedlings, Seeds","Cristina Rivadeneira, Gorky Villa, Nancy C. Garwood, Pablo Alvia","","2004","English"
"São Paulo -- Riparian Juvenile Trees of Bofete","406","8","Brazil","","Plants, Seedlings, Shrubs and treelets, Trees","Ricardo Augusto Gorne Viani","","2007","English"
"Ayacucho -- Laguna de Parinacochas  Plants","405","8","Peru","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs","José E. Roque, E. Karina Ramirez","","2007","English"
"Common Palms of Belize","404","8","Belize","","Plants, Trees, Shrubs and treelets","Samuel Bridgewater, Nancy C. Garwood, Steven Brewer","","2007","English"
"Loja -- Mammals of Southern Ecuador","403","18","Ecuador","","Animals, Mammals","Carlos Narváez Romero  , Marco Salazar Romero, Darwin Valle, Christian Loaiza, Rodrigo Cisneros","November, 2014","2012","English"
"Pando -- Fish","402","34","Bolivia","","Animals, Fishes","Victor Hugo Garcia Cabrera, Hailin Calderón Vaca","","2006","English"
"Pando -- Commercial Fish with key","401","56","Bolivia","","Animals, Fishes","Victor Hugo Garcia Cabrera, Hailin Calderón Vaca","","2006","English"
"Mato Grosso -- Orchidaceae of Chapada dos Guimarães","398","4","Brazil","","Plants, Terrestrial herbs, Climbers, Epiphytes","Adarilda Petini-Benelli,  Fernando Zagury Vaz-de-Mello","June, 2013","2013","English"
"Loreto -- Yaguas River and Cotuhé River -- Large Mammals","397","5","Peru","","Animals, Mammals","Renata Leite Pitman","August, 2012","2012","English"
"Premontane Wet Forest – Lichens","396","2","Costa Rica","","Fungi and Lichens, Lichens","Bibiana Moncada,  James Lawrey,  José Luis Chaves,  Manuela Dal-Forno,  Robert Lücking","June, 2013","2013","English"
"Ficus of Mexico","394","5","Mexico","","Plants, Shrubs and treelets, Trees","Guillermo Ibarra-Manríquez,  Guadalupe Cornejo Tenorio","May, 2013","2013","English"
"Santa Catarina -- Angiosperms of São Bento do Sul","393","24","Brazil","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Fabrício Schmitz Meyer","July, 2014","2014","English"
"Minas Gerais - Melastomataceae of Clube Caça & Pesca Itoróró Reserve","392","2","Brazil","","Plants, Shrubs and treelets, Terrestrial herbs, Trees","Lucas de Freitas Bacci, Ana Flávia Alves, Rosana Romero","March, 2016","2016","English"
"Granada -- Plants of Mombacho Volcano","391","74","Nicaragua","","Plants, Trees, Terrestrial herbs, Shrubs and treelets, Climbers, Epiphytes","Sune Holt,  Ricardo M. Rueda,  Eric van den Berghe,  Olga Martha Montiel,  Indiana Coronado","March, 2013","2013","English"
"Illinois -- Common Spiders of the Chicago Region","390","6","USA","","Animals, Spiders and scorpions","Jane and John Balaban, Rebecca Collings","","2012","English"
"Common Goldenrods of the Chicago Region","389","3","USA","","Plants, Climbers, Epiphytes, Terrestrial herbs","Rebecca Scillo","","2011","English"
"Illinois -- Damselflies of Chicagoland","388","135","USA","","Animals, Insects","Marla Garrison","","2011","English"
"Illinois -- Chicago Lakefront Fishes","387","2","USA","","Animals, Fishes","Philip Willink","","2010","English"
"Illinois -- Freshwater Mussels of Chicago Wilderness","386","92","USA","","Animals, Other invertebrates","Roger Klocek, Jim Bland, Laura Barghusen","","2011","English"
"Illinois -- Shrubs of the Chicago Region","385","14","USA","","Plants, Shrubs and treelets","Volunteer Stewardship Network, Chicago Wilderness","","2008","English"
"Illinois -- Sedges (Carex) of the Chicago Region","384","8","USA","","Plants, Terrestrial herbs","Volunteer Stewardship Network, Chicago Wilderness","","2007","English"
"Illinois -- Amphibians and Reptiles of the Calumet Region","383","1","USA","","Animals, Amphibians, Reptiles","Volunteer Stewardship Network, Chicago Wilderness","","2006","English"
"Illinois -- Common Frogs and Toads of the Chicago Region","382","1","USA","","Animals, Amphibians","Volunteer Stewardship Network, Chicago Wilderness","","2006","English"
"Illinois -- A Selection of Aquatic Macroinvertebrates ","381","6","USA","","Animals, Crustaceans, Insects, Other invertebrates","Illinois RiverWatch Taxa Categories","","2012","English"
"Illinois -- Common Dragonflies and Damselflies ","380","4","USA","","Animals, Insects","Volunteer Stewardship Network, Chicago Wilderness","","2006","English"
"Espírito Santo, Minas Gerais, Rio de Janeiro & São Paulo - Ficus of Mantiqueira Mountains","379","2","Brazil","","Plants","Gisela Pelissari, Pedro Paulo de Souza, Sergio Romaniuc Neto","April, 2016","2016","English"
"Minas Gerais -- Muruci Valley - Inselberg plants","378","5","Brazil","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs","Luiza Fonseca Amorim de Paula,  Pedro Lage Viana,  Nara Mota,  Mariana Augsten,  Felipe Leite,  João Renato Stehmann","August, 2013","2013","English"
"Northeast Brasil -- Tribe Melastomeae","377","1","Brazil","","Plants, Shrubs and treelets, Terrestrial herbs, Trees","Cínthia Menezes L.R. Araújo,  Maria Regina de V. Barbosa","April, 2013","2013","English"
"León -- Jardín Botánico Ambiental Unan Plants","376","5","Nicaragua","","Plants, Trees, Terrestrial herbs, Shrubs and treelets, Climbers, Epiphytes","Ricardo M. Rueda,  Indiana Coronado,  Angélica Guevara","January, 2013","2013","English"
"Solanaceae of Colombia","375","16","Colombia","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Andrés Orejuela,  Jorge Mario Vélez,  Clara Inés Orozco","December, 2013","2013","English"
"Minas Gerais -- Passifloraceae of Mata do Paraíso","374","2","Brazil","","Plants, Terrestrial herbs, Climbers, Epiphytes","Anderson Lopes Fontes,  Rúbia Santos Fonseca,  Luís Carlos Bernacci,  Milene Faria Vieira","April, 2013","2013","English"
"São Paulo - The tribe Hippomaneae (Euphorbiaceae)","372","2","","","Plants, Terrestrial herbs","Allan Carlos Pscheidt, AInês Cordeiro","September, 2015","2015","English"
"Caquetá -- Piper (Piperaceae)","370","4","Colombia","","Plants, Shrubs and treelets, Terrestrial herbs","William Trujillo Calderón","","2014","English"
"Bahia -- Rubiaceae of Caatinga","369","2","Brazil","","Plants, Trees, Terrestrial herbs, Shrubs and treelets, Climbers","Rafaela Varejão","September, 2013","2013","English"
"Sergipe -- The genus Habenaria (Orchidaceae)","368","1","Brazil","","Plants, Terrestrial herbs, Climbers, Epiphytes","Luiz Aquino Silva Santos,  Tamires Carregosa,  Silvana Helena Nascimento Monteiro","April, 2013","2013","English"
"Pantropical -- Reported Antimalarial Plants","367","6","Multiples","","Plants, Climbers, Epiphytes, Fruits, Shrubs and treelets, Terrestrial herbs, Trees, Useful plants","Gina Frausin, Renata Lima, Ari Hidalgo, Lin Chau Ming, Adrian Pohlit","February, 2015","2015","English"
"EL Oro -- Reserva Arenillas, Birds	","366","10","Ecuador","","Animals, Birds","Carlos Narváez Romero, Marco Salazar Romero, Cesar Cartuche, Carlos Espinosa","","2012","English"
"São Paulo --  Climbing Plants: Leaves & Stems","364","7","Brazil","","Plants, Climbers","Berta Villagra,  Sergio Romaniuc","May, 2013","2013","English"
"Amazonas, Loreto - Amphibians & Reptiles of Kampankis","363","12","Peru","","Animals, Amphibians, Reptiles","Alessandro Catenazzi , Pablo J. Venegas","October, 2016","2016","English"
"Pará - Passifloraceae of the Utinga State Park ","362","","Brazil","Pará","Plants, Climbers, Shrubs and treelets, Terrestrial herbs","Eduardo Oliveira Silva, M. Santos, Ana Cristina Andrade de Aguiar-Dias","","2013","English"
"La Paz -- Cotapata  National Park  Orchids","361","14","Bolivia","","Plants, Climbers, Epiphytes, Terrestrial herbs","Iván Jiménez Pérez, Jorge Quezada, Juan Carlos Bermejo","","2012","English"
"Puntarenas -- Melastomataceae of Osa Peninsula","360","8","Costa Rica","","Plants, Trees, Terrestrial herbs, Shrubs and treelets","Ricardo Kriebel, Reinaldo Aguilar","","2012","English"
"Ucayali - Common and Useful woody species from Ucayali Region","359","20","Peru","","Plants","Jiří Lipenský, Ludvík Bortl","October, 2016","2016","English"
"Espírito Santo -- Vale Reserve - Moraceae","358","4","Brazil","","Plants, Climbers, Shrubs and treelets, Terrestrial herbs, Trees","Anderson F.P. Machado,  Geovane S. Siqueira","August, 2012","2012","English"
"Cundinamarca -- Guavio - Birds","357","14","Colombia","","Animals, Birds","Ronald Mauricio Parra-Hernandez,  Albita Roa,  William Enrique Figueroa,  Danilo Mota,  Adhin Muñoz,  Lizardo Castillo","July, 2012","2012","English"
"Rio Grande do Norte -- Herbaceous Flora of UFRN Campus","356","7","Brazil","","Plants, Climbers, Epiphytes, Terrestrial herbs","Madson Reis de Oliveira Trinidade , Jomar Gomes Jardim","May, 2013","2013","English"
"Graphidaceae Lichens of the world","355","8","","","Lichens, Fungi and Lichens","Robert Lücking, Eimy Rivas Plata, Sittiporn Parnmen, Klaus Kalb, Armin Mangold, H. Thorsten Lumbsch","","2011","English"
"Bahia -- Epiphytes of Serra das Lontras","354","10","Brazil","","Plants, Climbers, Epiphytes, Terrestrial herbs","Paula Moraes Leitman,  André M.A. Amorim,  Luiz Menini Neto,  Marcus A. Nadruz,  Daniela Zappi,  Rafaela C. Forzza","January, 2013","2013","English"
"Atlántico -- Reptiles and Amphibians","353","13","Colombia","Atlántico","Animals, Amphibians, Reptiles","Juan Salvador Mendoza, Diego A. Gómez Sánchez","","2012","English"
"Cochabamba -- Plants of Carrasco National Park ","351","26","Bolivia","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Saúl Altamirano Azurduy","","2011","English"
"Baja Verapaz -- Plants of Río Escondido Natural Reserve ","350","35","Guatemala","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Sune Holt","","2012","English"
"Guainía -- Guiana Shield Plants","349","4","Colombia","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Zaleth Cordero-Parada","September, 2012","2012","English"
"Pará -- Polygala of Marajó Island","348","2","Brazil","","Plants, Terrestrial herbs","Christiane Silva da Costa, Ana Cristina Andrade de Aguiar-Dias, André Olmos Simões","","2012","English"
"Santa Cruz -- Common Plants of Buena Vista","347","10","Bolivia","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Saúl Altamirano Azurduy","","2011","English"
"Bahia -- Orchids of Poço Escuro Forest Reserve ","346","2","Brazil","","Plants, Climbers, Epiphytes, Terrestrial herbs","Cecília O. de Azevedo,  Lucas C. Marinho","October, 2012","2012","English"
"São Paulo -- Hyphomycetes of São Paulo","345","5","Brazil","","Fungi and Lichens, Mushrooms","Priscila da Silva, Rosely Ana Piccolo Grandi","","2011","English"
"Lichens of the Colombian Páramo ","344","","Colombia","","Fungi and Lichens, Lichens","Bibiana Moncada, Robert Lücking","","2011","English"
"North Carolina -- Common Lichens","343","1","USA","","Lichens, Fungi and Lichens","Eimy Rivas Plata, Gary B. Perlmutter","","2011","English"
"Pará -- Serra dos Martírios/Andorinhas State Park Plants","342","4","Brazil","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","André Luiz de Resende Cardoso, Ana Kelly Koch","January, 2014","2014","English"
"Pará -- Plants of Caxiuanã National Forest","341","3","Brazil","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Ana Kelly Koch,  João Ubiratãn Moreira dos Santos , Anna Luiza Ilkiu-Borges","September, 2013","2013","English"
"Pará -- Gunma Ecological Park Pteridophyta [Ferns, etc.]","340","3","Brazil","","Plants, Epiphytes, Terrestrial herbs","Ana Carla Feio dos Santos, Sebastião Maciel","","2012","English"
"Northeastern Brazil -- Atlantic Forest Cucurbitaceae","339","2","Brazil","","Plants, Climbers","Géssica A Gomes-Costa, Marccus Alves","","2012","English"
"Sabah -- Danum Valley Conspicuous Moths of North Borneo","337","2","Malaysia","","Animals, Insects","Rosie Trevelyan","","2012","English"
"Pernambuco -- Caatinga Climbers","334","3","Brazil","","Plants, Climbers","Diogo Araújo","February, 2013","2013","English"
